complaint_id,complaint_text,model_input_text,language,user_persona,is_valid_grievance,primary_department,secondary_departments,department_labels,priority_level,sentiment,authenticity_label,fake_category,spam_flag,manipulation_flag,actionable,civic_relevance,governance_scope,public_safety_risk,escalation_required,trust_score,civic_score,department_confidence,ward_location,detected_language,translated_text,classifier_text
GRV-7F48CE5BC0,dragon fire destroyed whole market we are tired now 😞,dragon fire destroyed whole market we are tired now 😞,English,Angry Resident,0,Not Applicable,,Not Applicable,Critical,Frustrated,Fake,fake_emergency,False,False,False,Partially Relevant,Unknown,True,False,10,19,0.0,Ward-83,English,dragon fire destroyed whole market we are tired now 😞,dragon fire destroyed whole market we are tired now 😞
GRV-4586B7B56C,अहो तातडीची गरज आहे app crash,Medium public grievance related to Cyber & Digital Services. Citizen reports a civic issue needing government action.,Marathi,Student,1,Cyber & Digital Services,,Cyber & Digital Services,Medium,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,78,70,0.73,Ward-115,Marathi,Medium public grievance related to Cyber & Digital Services. Citizen reports a civic issue needing government action.,Medium public grievance related to Cyber & Digital Services. Citizen reports a civic issue needing government action.
GRV-A53387D454,site update: fire hydrant parked vehicles se block hai purane mandir ke piche report kar raha hu?,site update: fire hydrant parked vehicles se block hai purane mandir ke piche report kar raha hu?,Hinglish,Public Worker,1,Fire Department,,Fire Department,Critical,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,88,95,0.92,Ward-87,Hinglish,site update: fire hydrant parked vehicles se block hai purane mandir ke piche report kar raha hu?,site update: fire hydrant parked vehicles se block hai purane mandir ke piche report kar raha hu?
GRV-7763B47285,child is being threatened by men outside school near the govt school since morning please look into this,child is being threatened by men outside school near the govt school since morning please look into this,English,Emotional Citizen,1,Women & Child Safety,,Women & Child Safety,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,97,87,0.95,Ward-51,English,child is being threatened by men outside school near the govt school since morning please look into this,child is being threatened by men outside school near the govt school since morning please look into this
GRV-33A0CDA9E6,नाली का ढक्कन थोड़ा ढीला है बस डिपो के पास लड़कियां यहां असुरक्षित हैं 📍,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Hindi,Women Complainant,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,79,95,0.85,Ward-47,Hindi,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.
GRV-8F2731E175,bhai HELP play area lights dim hai night me unsafe prane mandir ke piche 😭,bhai HELP play area lights dim hai night me unsafe prane mandir ke piche 😭,Hinglish,Student,1,Public Parks & Infrastructure,,Public Parks & Infrastructure,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,92,77,0.91,Ward-148,Hinglish,bhai HELP play area lights dim hai night me unsafe prane mandir ke piche 😭,bhai HELP play area lights dim hai night me unsafe prane mandir ke piche 😭
GRV-E2E458B802,plzz send help child is being threatened by men outside school on the highway turn since morning,plzz send help child is being threatened by men outside school on the highway turn since morning,English,Emotional Citizen,1,Women & Child Safety,,Women & Child Safety,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,98,74,0.96,Ward-93,English,plzz send help child is being threatened by men outside school on the highway turn since morning,plzz send help child is being threatened by men outside school on the highway turn since morning
GRV-98287C2187,water logging தயவு செய்து கவனிக்கவும் எங்கள் பகுதியில்,Low public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Tamil,Rural Resident,1,Drainage & Flood Control,,Drainage & Flood Control,Low,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,92,96,0.72,Ward-108,Tamil,Low public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Low public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.
GRV-0F4FD62266,வலைத்தள கேப்சா லோடு ஆகவில்லை குடியிருப்பு வாசலில் பலமுறை சொன்னோம் எத்தனை முறை புகார் செய்வது ⏳,Low public grievance related to Cyber & Digital Services. Citizen reports a civic issue needing government action.,Tamil,Angry Resident,1,Cyber & Digital Services,,Cyber & Digital Services,Low,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,86,79,0.91,Ward-93,Tamil,Low public grievance related to Cyber & Digital Services. Citizen reports a civic issue needing government action.,Low public grievance related to Cyber & Digital Services. Citizen reports a civic issue needing government action.
GRV-C9D08C62E7,field report: bachao flood water reached electric box and sparks started 🚨,field report: bachao flood water reached electric box and sparks started 🚨,Hinglish,Public Worker,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,76,96,0.53,Ward-35,Hinglish,field report: bachao flood water reached electric box and sparks started 🚨,field report: bachao flood water reached electric box and sparks started 🚨
GRV-FD63EAA3F6,child is being threatened by men outside school inside the basti lane total negligence no one is listening!! 💢,child is being threatened by men outside school inside the basti lane total negligence no one is listening!! 💢,English,Angry Resident,1,Women & Child Safety,,Women & Child Safety,High,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,96,73,0.87,Ward-106,English,child is being threatened by men outside school inside the basti lane total negligence no one is listening!! 💢,child is being threatened by men outside school inside the basti lane total negligence no one is listening!! 💢
GRV-DA05BBE195,pls urgent பூங்கா இருட்டு ⚠️,pls urgent பூங்கா இருட்டு ⚠️,English,Student,1,Public Parks & Infrastructure,,Public Parks & Infrastructure,Medium,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,98,94,0.79,Ward-66,English,pls urgent பூங்கா இருட்டு ⚠️,pls urgent பூங்கா இருட்டு ⚠️
GRV-C9FB7CE8F5,this is corruption drain cover is slightly loose on the highway turn since morning,this is corruption drain cover is slightly loose on the highway turn since morning,English,Low Literacy User,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,96,83,0.97,Ward-86,English,this is corruption drain cover is slightly loose on the highway turn since morning,this is corruption drain cover is slightly loose on the highway turn since morning
GRV-9EA5072C00,sewer overflow is causing traffic jam विनंती आहे गावकरी त्रस्त आहेत?,Medium public grievance involving Sanitation & Waste and Roads & Traffic. Citizen reports a civic issue needing coordinated department action.,Marathi,Rural Resident,1,Sanitation & Waste,Roads & Traffic,Sanitation & Waste|Roads & Traffic,Medium,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,84,81,0.59,Ward-71,Marathi,Medium public grievance involving Sanitation & Waste and Roads & Traffic. Citizen reports a civic issue needing coordinated department action.,Medium public grievance involving Sanitation & Waste and Roads & Traffic. Citizen reports a civic issue needing coordinated department action.
GRV-70D77F0252,flood water reached electric box and sparks started பெரிய ஆபத்து எத்தனை முறை புகார் செய்வது,Critical public grievance involving Drainage & Flood Control and Electricity. Citizen reports a civic issue needing coordinated department action.,Tamil,Angry Resident,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,76,92,0.6,Ward-48,Tamil,Critical public grievance involving Drainage & Flood Control and Electricity. Citizen reports a civic issue needing coordinated department action.,Critical public grievance involving Drainage & Flood Control and Electricity. Citizen reports a civic issue needing coordinated department action.
GRV-F0D5273EF6,black smoke महिला बाहेर जाण्यास घाबरत आहेत,High public grievance related to Pollution Control. Citizen reports a civic issue needing government action.,Marathi,Women Complainant,1,Pollution Control,,Pollution Control,High,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,76,100,0.82,Ward-30,Marathi,High public grievance related to Pollution Control. Citizen reports a civic issue needing government action.,High public grievance related to Pollution Control. Citizen reports a civic issue needing government action.
GRV-D960FE00AC,school ke bahar men child ko threaten kar rahe basti wali gali me request hai gormint so rahi hai,school ke bahar men child ko threaten kar rahe basti wali gali me request hai gormint so rahi hai,Hinglish,Angry Resident,1,Women & Child Safety,,Women & Child Safety,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,97,93,0.93,Ward-144,Hinglish,school ke bahar men child ko threaten kar rahe basti wali gali me request hai gormint so rahi hai,school ke bahar men child ko threaten kar rahe basti wali gali me request hai gormint so rahi hai
GRV-B4B56378A7,fire near bus depot is spreading smoke women are scared to go out,fire near bus depot is spreading smoke women are scared to go out,English,Women Complainant,1,Fire Department,Public Transport,Fire Department|Public Transport,Critical,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,91,92,0.53,Ward-20,English,fire near bus depot is spreading smoke women are scared to go out,fire near bus depot is spreading smoke women are scared to go out
GRV-F56F4C13A0,"மதிப்பிற்குரிய சார், மிக அலட்சியம் வடிகால் மூடி சற்று தளர்ந்துள்ளது காய்கறி சந்தை அருகில்",Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Tamil,Elderly Citizen,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,77,81,0.93,Ward-83,Tamil,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.
GRV-DAA4E80CBF,"saheb, full negligence hai ticking sound wala suspicious bag unattended pada hai highway turn pe 😡","saheb, full negligence hai ticking sound wala suspicious bag unattended pada hai highway turn pe 😡",Hinglish,Elderly Citizen,1,Public Safety & Police,,Public Safety & Police,Critical,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,77,91,0.86,Ward-73,Hinglish,"saheb, full negligence hai ticking sound wala suspicious bag unattended pada hai highway turn pe 😡","saheb, full negligence hai ticking sound wala suspicious bag unattended pada hai highway turn pe 😡"
GRV-A055843173,तुरंत मदद चाहिए बस शेल्टर की छत बारिश में टपकती है हाईवे मोड़ पर महिलाएं बाहर जाने से डर रही हैं !!!,Medium public grievance related to Public Transport. Citizen reports a civic issue needing government action.,Hindi,Women Complainant,1,Public Transport,,Public Transport,Medium,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,89,79,0.95,Ward-75,Hindi,Medium public grievance related to Public Transport. Citizen reports a civic issue needing government action.,Medium public grievance related to Public Transport. Citizen reports a civic issue needing government action.
GRV-72CF603434,illegal shed please note,illegal shed please note,Hinglish,Low Literacy User,1,Urban Housing & Encroachment,,Urban Housing & Encroachment,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,83,76,0.72,Ward-36,Hinglish,illegal shed please note,illegal shed please note
GRV-DD400D90EC,खाली प्लॉट का पुराना नोटिस बोर्ड फटा है कॉलोनी के गेट पर गांव वाले परेशान हैं,Critical public grievance related to Urban Housing & Encroachment. Citizen reports a civic issue needing government action.,Hindi,Rural Resident,1,Urban Housing & Encroachment,,Urban Housing & Encroachment,Critical,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,92,83,0.91,Ward-3,Hindi,Critical public grievance related to Urban Housing & Encroachment. Citizen reports a civic issue needing government action.,Critical public grievance related to Urban Housing & Encroachment. Citizen reports a civic issue needing government action.
GRV-BDB2CE04AC,লোকাল জল খেয়ে অনেক বাচ্চা অসুস্থ বস্তির গলিতে এখানে মহিলারা নিরাপদ নন,Critical public grievance related to Health & Public Hygiene. Citizen reports a civic issue needing government action.,Bengali,Women Complainant,1,Health & Public Hygiene,,Health & Public Hygiene,Critical,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,77,72,0.96,Ward-86,Bengali,Critical public grievance related to Health & Public Hygiene. Citizen reports a civic issue needing government action.,Critical public grievance related to Health & Public Hygiene. Citizen reports a civic issue needing government action.
GRV-552D0D297F,মশা বেড়ে জ্বরের কেস বাড়ছে পুরনো মন্দিরের পিছনে জানানো হচ্ছে গ্রামের লোক চিন্তায় আছে,Medium public grievance related to Health & Public Hygiene. Citizen reports a civic issue needing government action.,Bengali,Rural Resident,1,Health & Public Hygiene,,Health & Public Hygiene,Medium,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,96,93,0.96,Ward-143,Bengali,Medium public grievance related to Health & Public Hygiene. Citizen reports a civic issue needing government action.,Medium public grievance related to Health & Public Hygiene. Citizen reports a civic issue needing government action.
GRV-451FEBDA3C,বন্যার জলে পরিবারগুলো ঘরে আটকে আছে হাইওয়ে মোড়ে আমরা ক্লান্ত ভীষণ অবহেলা? 😞,Critical public grievance related to Disaster Management. Citizen reports a civic issue needing government action.,Bengali,Angry Resident,1,Disaster Management,,Disaster Management,Critical,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,94,81,0.94,Ward-86,Bengali,Critical public grievance related to Disaster Management. Citizen reports a civic issue needing government action.,Critical public grievance related to Disaster Management. Citizen reports a civic issue needing government action.
GRV-49EDF758FE,water logging খুব বিপদ কেউ শোনে না,High public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Bengali,Angry Resident,1,Drainage & Flood Control,,Drainage & Flood Control,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,77,87,0.81,Ward-135,Bengali,High public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,High public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.
GRV-DA4035C8B2,school gate pe help number board missing please note women bahar jane se dar rahi,school gate pe help number board missing please note women bahar jane se dar rahi,Hinglish,Women Complainant,1,Women & Child Safety,,Women & Child Safety,Low,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,76,82,0.88,Ward-48,Hinglish,school gate pe help number board missing please note women bahar jane se dar rahi,school gate pe help number board missing please note women bahar jane se dar rahi
GRV-5E14DD1D8A,நாய் கடித்தது விரைவில் சரி செய்யுங்கள் பெண்கள் வெளியே செல்ல பயப்படுகிறார்கள்,Medium public grievance related to Animal Control. Citizen reports a civic issue needing government action.,Tamil,Women Complainant,1,Animal Control,,Animal Control,Medium,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,75,91,0.87,Ward-53,Tamil,Medium public grievance related to Animal Control. Citizen reports a civic issue needing government action.,Medium public grievance related to Animal Control. Citizen reports a civic issue needing government action.
GRV-2B1049A69E,dust everywhere हम लोग परेशान हैं गांव वाले परेशान हैं,Low public grievance related to Pollution Control. Citizen reports a civic issue needing government action.,Hindi,Rural Resident,1,Pollution Control,,Pollution Control,Low,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,92,98,0.93,Ward-52,Hindi,Low public grievance related to Pollution Control. Citizen reports a civic issue needing government action.,Low public grievance related to Pollution Control. Citizen reports a civic issue needing government action.
GRV-178EA6F5B9,அண்ணா வடிகால் மூடி சற்று தளர்ந்துள்ளது மெட்ரோ கேட் 2 வெளியே தயவு செய்து கவனிக்கவும்,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Tamil,Student,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,78,87,0.87,Ward-129,Tamil,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.
GRV-4DB32EEC9C,dog bite plzz look into this how many times should we complain,dog bite plzz look into this how many times should we complain,English,Angry Resident,1,Animal Control,,Animal Control,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,95,98,0.91,Ward-21,English,dog bite plzz look into this how many times should we complain,dog bite plzz look into this how many times should we complain
GRV-861DCBFBC2,yaar school gate pe help number board missing sabzi mandi ke paas please note,yaar school gate pe help number board missing sabzi mandi ke paas please note,Hinglish,Student,1,Women & Child Safety,,Women & Child Safety,Low,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,84,99,0.86,Ward-140,Hinglish,yaar school gate pe help number board missing sabzi mandi ke paas please note,yaar school gate pe help number board missing sabzi mandi ke paas please note
GRV-57C51A499D,BOYS ARE PASSING COMMENTS NEAR TUITION CENTER NEAR THE BUS DEPOT RIGHT NOW HELP,BOYS ARE PASSING COMMENTS NEAR TUITION CENTER NEAR THE BUS DEPOT RIGHT NOW HELP,English,Emotional Citizen,1,Women & Child Safety,,Women & Child Safety,Medium,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,92,78,0.93,Ward-54,English,BOYS ARE PASSING COMMENTS NEAR TUITION CENTER NEAR THE BUS DEPOT RIGHT NOW HELP,BOYS ARE PASSING COMMENTS NEAR TUITION CENTER NEAR THE BUS DEPOT RIGHT NOW HELP
GRV-796AA75C3F,illegal shed is blocking emrgency lane pls help,illegal shed is blocking emrgency lane pls help,English,Low Literacy User,1,Urban Housing & Encroachment,,Urban Housing & Encroachment,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,97,81,0.87,Ward-130,English,illegal shed is blocking emrgency lane pls help,illegal shed is blocking emrgency lane pls help
GRV-922E5959B5,"দয়া করে, pole down আমরা ক্লান্ত",Medium public grievance related to Electricity. Citizen reports a civic issue needing government action.,Bengali,Elderly Citizen,1,Electricity,,Electricity,Medium,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,97,70,0.84,Ward-58,Bengali,Medium public grievance related to Electricity. Citizen reports a civic issue needing government action.,Medium public grievance related to Electricity. Citizen reports a civic issue needing government action.
GRV-B528C6FB05,"saheb, बेंच टूटी report kar raha hu","saheb, बेंच टूटी report kar raha hu",Hinglish,Elderly Citizen,1,Public Parks & Infrastructure,,Public Parks & Infrastructure,Low,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,72,75,0.83,Ward-57,Hinglish,"saheb, बेंच टूटी report kar raha hu","saheb, बेंच टूटी report kar raha hu"
GRV-C01577315D,यार लॉगिननंतर अॅप वारंवार बंद होते सरकारी शाळेजवळ मदत करा !!!,Medium public grievance related to Cyber & Digital Services. Citizen reports a civic issue needing government action.,Marathi,Student,1,Cyber & Digital Services,,Cyber & Digital Services,Medium,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,90,87,0.91,Ward-23,Marathi,Medium public grievance related to Cyber & Digital Services. Citizen reports a civic issue needing government action.,Medium public grievance related to Cyber & Digital Services. Citizen reports a civic issue needing government action.
GRV-52717520A1,"साहेब, सफाई वेळेचा बोर्ड नाही बस डेपो जवळ कृपया मदत करा",Low public grievance related to Sanitation & Waste. Citizen reports a civic issue needing government action.,Marathi,Elderly Citizen,1,Sanitation & Waste,,Sanitation & Waste,Low,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,97,80,0.92,Ward-73,Marathi,Low public grievance related to Sanitation & Waste. Citizen reports a civic issue needing government action.,Low public grievance related to Sanitation & Waste. Citizen reports a civic issue needing government action.
GRV-20FD3D1954,if you do not reply i will blame every officer online plzz note 📍,if you do not reply i will blame every officer online plzz note 📍,English,Low Literacy User,0,Not Applicable,,Not Applicable,Critical,Neutral,Fake,emotional_manipulation,False,True,False,Partially Relevant,Political/Social,False,False,48,45,0.0,Ward-121,English,if you do not reply i will blame every officer online plzz note 📍,if you do not reply i will blame every officer online plzz note 📍
GRV-417F0B367C,অনলাইন পোর্টালে টাকা কেটেছে কিন্তু রসিদ নেই মেট্রো গেট ২ এর বাইরে এখনও কিছু হয়নি!!,High public grievance related to Cyber & Digital Services. Citizen reports a civic issue needing government action.,Bengali,Emotional Citizen,1,Cyber & Digital Services,,Cyber & Digital Services,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,78,91,0.98,Ward-72,Bengali,High public grievance related to Cyber & Digital Services. Citizen reports a civic issue needing government action.,High public grievance related to Cyber & Digital Services. Citizen reports a civic issue needing government action.
GRV-560FFE84F1,பஸ் நிறுத்த கூரை மழையில் கசிகிறது மாதங்களாக இதே பிரச்சனை எத்தனை முறை புகார் செய்வது!!,Medium public grievance related to Public Transport. Citizen reports a civic issue needing government action.,Tamil,Angry Resident,1,Public Transport,,Public Transport,Medium,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,84,97,0.97,Ward-88,Tamil,Medium public grievance related to Public Transport. Citizen reports a civic issue needing government action.,Medium public grievance related to Public Transport. Citizen reports a civic issue needing government action.
GRV-A2A27AA75E,कोणी ऐकत नाही girls harassed खूप निष्काळजीपणा आहे 💢,High public grievance related to Women & Child Safety. Citizen reports a civic issue needing government action.,Marathi,Angry Resident,1,Women & Child Safety,,Women & Child Safety,High,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,82,99,0.92,Ward-53,Marathi,High public grievance related to Women & Child Safety. Citizen reports a civic issue needing government action.,High public grievance related to Women & Child Safety. Citizen reports a civic issue needing government action.
GRV-86DDED3AF5,factory smoke is causing breathing problem gormint so rahi hai hamari basti me!!,factory smoke is causing breathing problem gormint so rahi hai hamari basti me!!,Hinglish,Rural Resident,1,Pollution Control,Health & Public Hygiene,Pollution Control|Health & Public Hygiene,High,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,85,74,0.59,Ward-61,Hinglish,factory smoke is causing breathing problem gormint so rahi hai hamari basti me!!,factory smoke is causing breathing problem gormint so rahi hai hamari basti me!!
GRV-EE36232FD3,ড্রেনের ঢাকনা একটু ঢিলা হাসপাতালের সামনে,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Bengali,Low Literacy User,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,92,83,0.78,Ward-87,Bengali,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.
GRV-66C74DF303,தள தகவல்: யாரும் கேட்கவில்லை தீ அணைப்பு நீர் முனை வாகனங்களால் மறைக்கப்பட்டுள்ளது!!,Critical public grievance related to Fire Department. Citizen reports a civic issue needing government action.,Tamil,Public Worker,1,Fire Department,,Fire Department,Critical,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,91,76,0.87,Ward-123,Tamil,Critical public grievance related to Fire Department. Citizen reports a civic issue needing government action.,Critical public grievance related to Fire Department. Citizen reports a civic issue needing government action.
GRV-1DF4295AEA,சுவர் பிளவு अनेकदा सांगितलं कोणी ऐकत नाही 😞,Critical public grievance related to Urban Housing & Encroachment. Citizen reports a civic issue needing government action.,Marathi,Angry Resident,1,Urban Housing & Encroachment,,Urban Housing & Encroachment,Critical,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,98,90,0.87,Ward-9,Marathi,Critical public grievance related to Urban Housing & Encroachment. Citizen reports a civic issue needing government action.,Critical public grievance related to Urban Housing & Encroachment. Citizen reports a civic issue needing government action.
GRV-BF0EAA1ED6,कूड़ा भरा பலமுறை சொன்னோம் யாரும் கேட்கவில்லை?,High public grievance related to Sanitation & Waste. Citizen reports a civic issue needing government action.,Tamil,Angry Resident,1,Sanitation & Waste,,Sanitation & Waste,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,81,81,0.78,Ward-107,Tamil,High public grievance related to Sanitation & Waste. Citizen reports a civic issue needing government action.,High public grievance related to Sanitation & Waste. Citizen reports a civic issue needing government action.
GRV-A366AE01D5,field report: factory smoke is causing breathing problem emergency hai ⚠️,field report: factory smoke is causing breathing problem emergency hai ⚠️,Hinglish,Public Worker,1,Pollution Control,Health & Public Hygiene,Pollution Control|Health & Public Hygiene,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,88,74,0.54,Ward-14,Hinglish,field report: factory smoke is causing breathing problem emergency hai ⚠️,field report: factory smoke is causing breathing problem emergency hai ⚠️
GRV-517E6AA197,"স্যার, কতবার অভিযোগ করব water logging",Low public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Bengali,Elderly Citizen,1,Drainage & Flood Control,,Drainage & Flood Control,Low,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,81,76,0.71,Ward-37,Bengali,Low public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Low public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.
GRV-3565199DB6,இட அறிக்கை: இரவில் சிலர் மக்களை தொந்தரவு செய்கிறார்கள் பழைய கோவில் பின்னால் மக்கள் கஷ்டப்படுகிறார்கள்!!,High public grievance related to Public Safety & Police. Citizen reports a civic issue needing government action.,Tamil,Public Worker,1,Public Safety & Police,,Public Safety & Police,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,85,76,0.98,Ward-89,Tamil,High public grievance related to Public Safety & Police. Citizen reports a civic issue needing government action.,High public grievance related to Public Safety & Police. Citizen reports a civic issue needing government action.
GRV-5EA4684AD1,இட அறிக்கை: உள்ளூர் தண்ணீர் குடித்த பிறகு பல குழந்தைகள் நோயுற்றனர் எத்தனை முறை புகார் செய்வது!!,Critical public grievance related to Health & Public Hygiene. Citizen reports a civic issue needing government action.,Tamil,Public Worker,1,Health & Public Hygiene,,Health & Public Hygiene,Critical,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,91,89,0.93,Ward-60,Tamil,Critical public grievance related to Health & Public Hygiene. Citizen reports a civic issue needing government action.,Critical public grievance related to Health & Public Hygiene. Citizen reports a civic issue needing government action.
GRV-13DF3F9345,speed breaker pe marking nahi sabzi mandi ke paas hum thak gaye,speed breaker pe marking nahi sabzi mandi ke paas hum thak gaye,Hinglish,Emotional Citizen,1,Roads & Traffic,,Roads & Traffic,Medium,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,73,99,0.88,Ward-143,Hinglish,speed breaker pe marking nahi sabzi mandi ke paas hum thak gaye,speed breaker pe marking nahi sabzi mandi ke paas hum thak gaye
GRV-6FDD80DEB6,guys stray dogs attacked children near school we are tired now!!,guys stray dogs attacked children near school we are tired now!!,English,Student,1,Animal Control,Public Safety & Police,Animal Control|Public Safety & Police,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,88,73,0.59,Ward-72,English,guys stray dogs attacked children near school we are tired now!!,guys stray dogs attacked children near school we are tired now!!
GRV-EC4DFE3966,সাইট আপডেট: slide broken দয়া করে সাহায্য করুন,High public grievance related to Public Parks & Infrastructure. Citizen reports a civic issue needing government action.,Bengali,Public Worker,1,Public Parks & Infrastructure,,Public Parks & Infrastructure,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,96,77,0.97,Ward-114,Bengali,High public grievance related to Public Parks & Infrastructure. Citizen reports a civic issue needing government action.,High public grievance related to Public Parks & Infrastructure. Citizen reports a civic issue needing government action.
GRV-8E3963824D,வடிகால் மூடி சற்று தளர்ந்துள்ளது பழைய கோவில் பின்னால் பலமுறை சொன்னோம்,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Tamil,Emotional Citizen,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,97,95,0.88,Ward-114,Tamil,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.
GRV-D28A56B284,आंधी में पेड़ गिर गया और एम्बुलेंस रास्ता बंद है बस्ती वाली गली में सूचना के लिए महिलाएं बाहर जाने से डर रही हैं?,High public grievance related to Disaster Management. Citizen reports a civic issue needing government action.,Hindi,Women Complainant,1,Disaster Management,,Disaster Management,High,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,86,96,0.92,Ward-131,Hindi,High public grievance related to Disaster Management. Citizen reports a civic issue needing government action.,High public grievance related to Disaster Management. Citizen reports a civic issue needing government action.
