complaint_id,complaint_text,model_input_text,language,user_persona,is_valid_grievance,primary_department,secondary_departments,department_labels,priority_level,sentiment,authenticity_label,fake_category,spam_flag,manipulation_flag,actionable,civic_relevance,governance_scope,public_safety_risk,escalation_required,trust_score,civic_score,department_confidence,ward_location
GRV-8870D32FBB,பெரிய ஆபத்து signal dead எங்கள் பகுதியில்,பெரிய ஆபத்து signal dead எங்கள் பகுதியில்,Tamil,Rural Resident,1,Roads & Traffic,,Roads & Traffic,Low,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,84,89,0.68,Ward-88
GRV-0C27BE5C60,भाई मीटर की स्क्रीन साफ नहीं दिखती बचाओ,भाई मीटर की स्क्रीन साफ नहीं दिखती बचाओ,Hindi,Student,1,Electricity,,Electricity,Low,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,92,72,0.93,Ward-67
GRV-072D7D130A,sewer overflow is causing traffic jam மக்கள் கஷ்டப்படுகிறார்கள்,sewer overflow is causing traffic jam மக்கள் கஷ்டப்படுகிறார்கள்,Tamil,Low Literacy User,1,Sanitation & Waste,Roads & Traffic,Sanitation & Waste|Roads & Traffic,Medium,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,80,75,0.42,Ward-77
GRV-7D5A08AAD3,शाळेबाहेर काही लोक मुलाला धमकावत आहेत भाजी मंडईजवळ प्रशासन झोपलं आहे कोणी ऐकत नाही!!,शाळेबाहेर काही लोक मुलाला धमकावत आहेत भाजी मंडईजवळ प्रशासन झोपलं आहे कोणी ऐकत नाही!!,Marathi,Angry Resident,1,Women & Child Safety,,Women & Child Safety,High,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,79,94,0.92,Ward-42
GRV-2C5A65ABFD,accident victim is bleeding and waiting on road beside city hospital no one is listening people here are worried!! 😡,accident victim is bleeding and waiting on road beside city hospital no one is listening people here are worried!! 😡,English,Rural Resident,1,Emergency Medical Response,,Emergency Medical Response,Critical,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,85,82,0.86,Ward-106
GRV-2BD5234313,school ke bahar men child ko threaten kar rahe basti wali gali me report kar raha hu,school ke bahar men child ko threaten kar rahe basti wali gali me report kar raha hu,Hinglish,Low Literacy User,1,Women & Child Safety,,Women & Child Safety,High,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,88,83,0.91,Ward-146
GRV-26799CB100,பெண்களுக்கு தொந்தரவு कृपया ध्यान दें लड़कियां यहां असुरक्षित हैं,பெண்களுக்கு தொந்தரவு कृपया ध्यान दें लड़कियां यहां असुरक्षित हैं,Hindi,Women Complainant,1,Women & Child Safety,,Women & Child Safety,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,85,96,0.89,Ward-137
GRV-1425232714,"Respected sir, drain cover is slightly loose inside the basti lane right now we are tired now","Respected sir, drain cover is slightly loose inside the basti lane right now we are tired now",English,Elderly Citizen,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,91,70,0.85,Ward-58
GRV-0B73631A45,"Respected sir, flood watr reached electric box and sparks started pls look into this","Respected sir, flood watr reached electric box and sparks started pls look into this",English,Elderly Citizen,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,83,97,0.51,Ward-58
GRV-B41FC67152,drain cover is slightly loose inside the basti lane requesting you,drain cover is slightly loose inside the basti lane requesting you,English,Low Literacy User,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,92,71,0.89,Ward-108
GRV-EA747ACEB9,bro drunk people are shouting near houses every night near the govt school since morning complained many times,bro drunk people are shouting near houses every night near the govt school since morning complained many times,English,Student,1,Public Safety & Police,,Public Safety & Police,Medium,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,75,89,0.97,Ward-65
GRV-84C3EE204F,bro emergecy dirty watr made many residets sick,bro emergecy dirty watr made many residets sick,English,Student,1,Water Supply,Health & Public Hygiene,Water Supply|Health & Public Hygiene,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,77,78,0.42,Ward-21
GRV-ED260B6060,flood water reached electric box and sparks started complained many times no one is listening,flood water reached electric box and sparks started complained many times no one is listening,English,Angry Resident,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,72,71,0.56,Ward-108
GRV-CD48886C21,தள தகவல்: வடிகால் நிரம்பி அறைகளில் நீர் புகுந்து மக்கள் சிக்கியுள்ளனர் நெடுஞ்சாலை திருப்பத்தில் வேண்டுகோள் 🙏,தள தகவல்: வடிகால் நிரம்பி அறைகளில் நீர் புகுந்து மக்கள் சிக்கியுள்ளனர் நெடுஞ்சாலை திருப்பத்தில் வேண்டுகோள் 🙏,Tamil,Public Worker,1,Drainage & Flood Control,,Drainage & Flood Control,Critical,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,94,94,0.95,Ward-76
GRV-0F3C14A7F5,খোলা ড্রেনে বাচ্চা পড়ে গেছে মেট্রো গেট ২ এর বাইরে আমরা ক্লান্ত ভীষণ অবহেলা,খোলা ড্রেনে বাচ্চা পড়ে গেছে মেট্রো গেট ২ এর বাইরে আমরা ক্লান্ত ভীষণ অবহেলা,Bengali,Angry Resident,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,91,97,0.86,Ward-71
GRV-AD565BEDCD,flood water reached electric box and sparks started women bahar jane se dar rahi,flood water reached electric box and sparks started women bahar jane se dar rahi,Hinglish,Women Complainant,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,80,72,0.55,Ward-59
GRV-288D9E4E95,இட அறிக்கை: flood water reached electric box and sparks started தயவு செய்து கவனிக்கவும்,இட அறிக்கை: flood water reached electric box and sparks started தயவு செய்து கவனிக்கவும்,Tamil,Public Worker,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,94,87,0.59,Ward-16
GRV-26FDBFD00E,स्थल रिपोर्ट: बार बार बिजली जाने से सामान खराब हो रहा है पुराने मंदिर के पीछे मेहरबानी करके देखिए 🥺,स्थल रिपोर्ट: बार बार बिजली जाने से सामान खराब हो रहा है पुराने मंदिर के पीछे मेहरबानी करके देखिए 🥺,Hindi,Public Worker,1,Electricity,,Electricity,Medium,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,92,91,0.94,Ward-17
GRV-88506C68E9,குப்பை நிறைந்தது मेहरबानी करके देखिए लड़कियां यहां असुरक्षित हैं,குப்பை நிறைந்தது मेहरबानी करके देखिए लड़कियां यहां असुरक्षित हैं,Hindi,Women Complainant,1,Sanitation & Waste,,Sanitation & Waste,Medium,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,90,90,0.94,Ward-107
GRV-6B90EA75AB,मैदान से सूचना: बड़े गड्ढे से आज दुर्घटना हुई अस्पताल के सामने मेहरबानी करके देखिए,मैदान से सूचना: बड़े गड्ढे से आज दुर्घटना हुई अस्पताल के सामने मेहरबानी करके देखिए,Hindi,Public Worker,1,Roads & Traffic,,Roads & Traffic,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,92,97,0.93,Ward-91
GRV-65E1176749,லாகின் பிறகு ஆப் அடிக்கடி மூடுகிறது அரசு பள்ளி அருகில் எத்தனை முறை புகார் செய்வது,லாகின் பிறகு ஆப் அடிக்கடி மூடுகிறது அரசு பள்ளி அருகில் எத்தனை முறை புகார் செய்வது,Tamil,Angry Resident,1,Cyber & Digital Services,,Cyber & Digital Services,Medium,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,87,73,0.86,Ward-48
GRV-F07C630C04,JALDI BHEJO MY POST MUST GO VIRAL OR CITY IS FINISHED,JALDI BHEJO MY POST MUST GO VIRAL OR CITY IS FINISHED,Hinglish,Emotional Citizen,0,Not Applicable,,Not Applicable,Medium,Panic,Fake,emotional_manipulation,False,True,False,Partially Relevant,Political/Social,False,False,34,38,0.0,Ward-138
GRV-7837C024A8,gaddha bada we are tired now no one is listening,gaddha bada we are tired now no one is listening,English,Angry Resident,1,Roads & Traffic,,Roads & Traffic,Low,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,96,71,0.91,Ward-58
GRV-299A90466B,ভাই খালি প্লটের পুরনো নোটিশ বোর্ড ছেঁড়া সবজি বাজারের কাছে আমরা ক্লান্ত!!,ভাই খালি প্লটের পুরনো নোটিশ বোর্ড ছেঁড়া সবজি বাজারের কাছে আমরা ক্লান্ত!!,Bengali,Student,1,Urban Housing & Encroachment,,Urban Housing & Encroachment,Low,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,91,81,0.97,Ward-41
GRV-AD90C4F28E,निचले इलाके का चेतावनी बोर्ड धुंधला है कई बार बताया!!,निचले इलाके का चेतावनी बोर्ड धुंधला है कई बार बताया!!,Hindi,Emotional Citizen,1,Disaster Management,,Disaster Management,Low,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,95,73,0.94,Ward-62
GRV-1228F81190,every house burned but nobody cares abhi tak kuch nahi hua!!,every house burned but nobody cares abhi tak kuch nahi hua!!,Hinglish,Emotional Citizen,0,Not Applicable,,Not Applicable,Critical,Frustrated,Fake,exaggerated_destruction,False,True,False,Partially Relevant,Unknown,True,False,16,25,0.0,Ward-49
GRV-783E8D5AD9,स्थळ अहवाल: flood water reached electric box and sparks started,स्थळ अहवाल: flood water reached electric box and sparks started,Marathi,Public Worker,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,73,84,0.64,Ward-119
GRV-B8B0A6F086,boys are passing comments near tuition center at the colony entrance since morning please look into this,boys are passing comments near tuition center at the colony entrance since morning please look into this,English,Emotional Citizen,1,Women & Child Safety,,Women & Child Safety,Medium,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,77,94,0.91,Ward-104
GRV-65B726FA72,rabid dog bit two children and is still roaming kindly resolve 🙏,rabid dog bit two children and is still roaming kindly resolve 🙏,English,Emotional Citizen,1,Animal Control,,Animal Control,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,95,97,0.91,Ward-21
GRV-62CE9BE949,"স্যার, বাচ্চাদের খেলার জায়গায় মেডিক্যাল বর্জ্য ফেলা হয়েছে পুরনো মন্দিরের পিছনে খুব বিপদ","স্যার, বাচ্চাদের খেলার জায়গায় মেডিক্যাল বর্জ্য ফেলা হয়েছে পুরনো মন্দিরের পিছনে খুব বিপদ",Bengali,Elderly Citizen,1,Sanitation & Waste,,Sanitation & Waste,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,90,86,0.89,Ward-40
GRV-94315FFA96,school ke bahar men child ko threaten kar rahe purane mandir ke piche full negligence hai koi sunta nahi!!,school ke bahar men child ko threaten kar rahe purane mandir ke piche full negligence hai koi sunta nahi!!,Hinglish,Angry Resident,1,Women & Child Safety,,Women & Child Safety,High,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,98,75,0.95,Ward-55
GRV-48380B2EEA,नाली का ढक्कन थोड़ा ढीला है कॉलोनी के गेट पर मेहरबानी करके देखिए,नाली का ढक्कन थोड़ा ढीला है कॉलोनी के गेट पर मेहरबानी करके देखिए,Hindi,Low Literacy User,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,81,72,0.85,Ward-84
GRV-15F5174105,rabid dog bit two children and is still roaming behind the old temple right now kindly resolve,rabid dog bit two children and is still roaming behind the old temple right now kindly resolve,English,Low Literacy User,1,Animal Control,,Animal Control,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,73,85,0.87,Ward-114
GRV-E71C1A4116,site update: SOS pe app wrong location dikha raha govt school ke paas report kar raha hu,site update: SOS pe app wrong location dikha raha govt school ke paas report kar raha hu,Hinglish,Public Worker,1,Cyber & Digital Services,,Cyber & Digital Services,Critical,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,97,71,0.87,Ward-27
GRV-ECA324DB21,rain ke baad light pole se spark aa raha govt school ke paas hum thak gaye gormint so rahi hai!! ⏳,rain ke baad light pole se spark aa raha govt school ke paas hum thak gaye gormint so rahi hai!! ⏳,Hinglish,Angry Resident,1,Street Lighting,,Street Lighting,Critical,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,81,83,0.86,Ward-89
GRV-C25DFFDB7A,open drain me child gir gaya women bahar jane se dar rahi,open drain me child gir gaya women bahar jane se dar rahi,Hinglish,Women Complainant,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,78,76,0.93,Ward-91
GRV-7EC45126C8,स्थल रिपोर्ट: हर शाम गायें मुख्य सड़क रोक देती हैं,स्थल रिपोर्ट: हर शाम गायें मुख्य सड़क रोक देती हैं,Hindi,Public Worker,1,Animal Control,,Animal Control,Medium,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,80,86,0.9,Ward-145
GRV-BFB890E0BC,WORKSHOP NOISE LATE NIGHT TAK CHALTA BACHAO HAMARI BASTI ME 😭,WORKSHOP NOISE LATE NIGHT TAK CHALTA BACHAO HAMARI BASTI ME 😭,Hinglish,Rural Resident,1,Pollution Control,,Pollution Control,Low,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,96,97,0.98,Ward-100
GRV-8468B819A3,payment failed இன்னும் எதுவும் நடக்கவில்லை பெண்கள் வெளியே செல்ல பயப்படுகிறார்கள்,payment failed இன்னும் எதுவும் நடக்கவில்லை பெண்கள் வெளியே செல்ல பயப்படுகிறார்கள்,Tamil,Women Complainant,1,Cyber & Digital Services,,Cyber & Digital Services,Critical,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,79,97,0.94,Ward-67
GRV-79DA08A654,লোকাল জল খেয়ে অনেক বাচ্চা অসুস্থ আমরা ক্লান্ত কেউ শোনে না!!,লোকাল জল খেয়ে অনেক বাচ্চা অসুস্থ আমরা ক্লান্ত কেউ শোনে না!!,Bengali,Angry Resident,1,Health & Public Hygiene,,Health & Public Hygiene,Critical,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,73,77,0.93,Ward-136
GRV-680E6FD23B,தள தகவல்: அவசர உதவி வேண்டும் factory smoke is causing breathing problem 😭,தள தகவல்: அவசர உதவி வேண்டும் factory smoke is causing breathing problem 😭,Tamil,Public Worker,1,Pollution Control,Health & Public Hygiene,Pollution Control|Health & Public Hygiene,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,86,75,0.56,Ward-14
GRV-E9CF1F1EF6,কেউ শোনে না পাগলা কুকুর দুই বাচ্চাকে কামড়েছে এখনও ঘুরছে পুরনো মন্দিরের পিছনে আমাদের বস্তিতে,কেউ শোনে না পাগলা কুকুর দুই বাচ্চাকে কামড়েছে এখনও ঘুরছে পুরনো মন্দিরের পিছনে আমাদের বস্তিতে,Bengali,Rural Resident,1,Animal Control,,Animal Control,High,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,72,82,0.95,Ward-5
GRV-961CED4367,সাইট আপডেট: flood water reached electric box and sparks started অনেকবার বলেছি!!,সাইট আপডেট: flood water reached electric box and sparks started অনেকবার বলেছি!!,Bengali,Public Worker,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,85,98,0.45,Ward-118
GRV-B67E54FCA7,flood watr reached eectric box and spars started மக்கள் கஷ்டப்படுகிறார்கள்!!,flood watr reached eectric box and spars started மக்கள் கஷ்டப்படுகிறார்கள்!!,Tamil,Low Literacy User,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,72,98,0.59,Ward-139
GRV-B14FDADC19,low area warning board faded hai metro gate 2 ke bahar sir kindly dekho gaon wale pareshan hain,low area warning board faded hai metro gate 2 ke bahar sir kindly dekho gaon wale pareshan hain,Hinglish,Rural Resident,1,Disaster Management,,Disaster Management,Low,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,76,89,0.9,Ward-55
GRV-B645E31069,school gate pe help number board missing purane mndir ke piche full negligence hai,school gate pe help number board missing purane mndir ke piche full negligence hai,Hinglish,Low Literacy User,1,Women & Child Safety,,Women & Child Safety,Low,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,86,95,0.96,Ward-103
GRV-7C4C46BE52,free mobile recharge govt offer send otp we are tired now? ⏳,free mobile recharge govt offer send otp we are tired now? ⏳,English,Student,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,spam,True,False,False,Irrelevant,Private/Spam,False,False,32,4,0.0,Ward-117
GRV-7CBED6E000,बिजली का खंभा घरों की तरफ झुक गया है हाईवे मोड़ पर जल्दी समाधान करें कितनी बार शिकायत करें,बिजली का खंभा घरों की तरफ झुक गया है हाईवे मोड़ पर जल्दी समाधान करें कितनी बार शिकायत करें,Hindi,Angry Resident,1,Electricity,,Electricity,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,94,77,0.96,Ward-21
GRV-C5B67A93A0,bro total negligence flood water reached electric box and sparks started?,bro total negligence flood water reached electric box and sparks started?,English,Student,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,72,92,0.61,Ward-79
GRV-F30B78C943,bro யாரும் கேட்கவில்லை dark lane has become unsafe for girls at night,bro யாரும் கேட்கவில்லை dark lane has become unsafe for girls at night,Tamil,Student,1,Street Lighting,Women & Child Safety,Street Lighting|Women & Child Safety,High,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,76,92,0.43,Ward-96
GRV-1EE878A1CA,स्थळ अहवाल: मोठा धोका आहे জল নেই,स्थळ अहवाल: मोठा धोका आहे জল নেই,Marathi,Public Worker,1,Water Supply,,Water Supply,Medium,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,73,94,0.83,Ward-135
GRV-0D4D3F0B94,child is being threatened by men outside schol at the colony entrance since morning please help,child is being threatened by men outside schol at the colony entrance since morning please help,English,Low Literacy User,1,Women & Child Safety,,Women & Child Safety,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,82,99,0.89,Ward-95
GRV-98FD70BF8F,स्थळ अहवाल: लवकर या रुग्ण बेशुद्ध आहे आणि रुग्णवाहिका आली नाही झोपडपट्टीच्या गल्लीत,स्थळ अहवाल: लवकर या रुग्ण बेशुद्ध आहे आणि रुग्णवाहिका आली नाही झोपडपट्टीच्या गल्लीत,Marathi,Public Worker,1,Emergency Medical Response,,Emergency Medical Response,Critical,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,91,82,0.97,Ward-106
GRV-424A704FB2,স্টপের রুট ম্যাপ ম্লান তাড়াতাড়ি সমাধান করুন প্রশাসন ঘুমাচ্ছে,স্টপের রুট ম্যাপ ম্লান তাড়াতাড়ি সমাধান করুন প্রশাসন ঘুমাচ্ছে,Bengali,Angry Resident,1,Public Transport,,Public Transport,Low,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,96,75,0.9,Ward-93
GRV-651E3D946F,खाद्य स्टॉलजवळ गॅस गळत आहे रेल्वे फाटकाजवळ प्रशासन झोपलं आहे 🤬,खाद्य स्टॉलजवळ गॅस गळत आहे रेल्वे फाटकाजवळ प्रशासन झोपलं आहे 🤬,Marathi,Emotional Citizen,1,Fire Department,,Fire Department,High,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,86,89,0.97,Ward-105
GRV-43CA6733CC,খুব বিপদ অনুষ্ঠানে লস্ট অ্যান্ড ফাউন্ড কাউন্টার বন্ধ কলোনির গেটে মেয়েরা বাইরে যেতে ভয় পাচ্ছে 🚨,খুব বিপদ অনুষ্ঠানে লস্ট অ্যান্ড ফাউন্ড কাউন্টার বন্ধ কলোনির গেটে মেয়েরা বাইরে যেতে ভয় পাচ্ছে 🚨,Bengali,Women Complainant,1,Public Safety & Police,,Public Safety & Police,Low,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,97,96,0.88,Ward-101
GRV-FAFBC38E0D,public tap handle loose hai govt school ke paas request hai hamari basti me,public tap handle loose hai govt school ke paas request hai hamari basti me,Hinglish,Rural Resident,1,Water Supply,,Water Supply,Low,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,83,82,0.93,Ward-22
GRV-3226009115,"দয়া করে, sewer overflow is causing traffic jam এখনও কিছু হয়নি!! 😞","দয়া করে, sewer overflow is causing traffic jam এখনও কিছু হয়নি!! 😞",Bengali,Elderly Citizen,1,Sanitation & Waste,Roads & Traffic,Sanitation & Waste|Roads & Traffic,Medium,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,93,95,0.41,Ward-124
GRV-F64CD2CE6F,bhai transformer blast damaged road edge abhi tak kuch nahi hua!! 😞,bhai transformer blast damaged road edge abhi tak kuch nahi hua!! 😞,Hinglish,Student,1,Electricity,Roads & Traffic,Electricity|Roads & Traffic,Critical,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,94,87,0.51,Ward-109
GRV-872B387A22,"saheb, local paani peene ke baad many kids sick highway turn pe gormint so rahi hai 😡","saheb, local paani peene ke baad many kids sick highway turn pe gormint so rahi hai 😡",Hinglish,Elderly Citizen,1,Health & Public Hygiene,,Health & Public Hygiene,High,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,90,70,0.96,Ward-70
GRV-6201761C3D,पाईप फुटून घरात पाणी भरत आहे लवकर सोडवा 🙏,पाईप फुटून घरात पाणी भरत आहे लवकर सोडवा 🙏,Marathi,Low Literacy User,1,Water Supply,,Water Supply,Critical,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,72,90,0.9,Ward-59
GRV-0FE9E65ACE,शाळेच्या गेटवर मदत क्रमांकाचा बोर्ड नाही रेल्वे फाटकाजवळ नोंद घ्यावी गावकरी त्रस्त आहेत,शाळेच्या गेटवर मदत क्रमांकाचा बोर्ड नाही रेल्वे फाटकाजवळ नोंद घ्यावी गावकरी त्रस्त आहेत,Marathi,Rural Resident,1,Women & Child Safety,,Women & Child Safety,Low,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,82,90,0.93,Ward-142
GRV-6EFCDB76ED,சுவர் பிளவு तातडीची गरज आहे !!!,சுவர் பிளவு तातडीची गरज आहे !!!,Marathi,Emotional Citizen,1,Urban Housing & Encroachment,,Urban Housing & Encroachment,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,83,76,0.69,Ward-37
GRV-B6B013B056,கொசு அதிகரித்து காய்ச்சல் நோயாளிகள் அதிகரிக்கிறார்கள் சேரி தெருவில் வேண்டுகோள் கிராம மக்கள் கவலையில் உள்ளனர்,கொசு அதிகரித்து காய்ச்சல் நோயாளிகள் அதிகரிக்கிறார்கள் சேரி தெருவில் வேண்டுகோள் கிராம மக்கள் கவலையில் உள்ளனர்,Tamil,Rural Resident,1,Health & Public Hygiene,,Health & Public Hygiene,Medium,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,92,99,0.96,Ward-113
GRV-EB8389D8A6,"স্যার, খোলা ড্রেনে বাচ্চা পড়ে গেছে খুব বিপদ !!!","স্যার, খোলা ড্রেনে বাচ্চা পড়ে গেছে খুব বিপদ !!!",Bengali,Elderly Citizen,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,83,77,0.88,Ward-51
GRV-5AD14699DC,खाली प्लॉट का पुराना नोटिस बोर्ड फटा है हाईवे मोड़ पर कितनी बार शिकायत करें,खाली प्लॉट का पुराना नोटिस बोर्ड फटा है हाईवे मोड़ पर कितनी बार शिकायत करें,Hindi,Angry Resident,1,Urban Housing & Encroachment,,Urban Housing & Encroachment,Critical,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,87,71,0.96,Ward-21
GRV-4AC9F773C5,अपघातग्रस्त व्यक्ती रक्तस्त्राव होत रस्त्यावर थांबली आहे लवकर सोडवा,अपघातग्रस्त व्यक्ती रक्तस्त्राव होत रस्त्यावर थांबली आहे लवकर सोडवा,Marathi,Low Literacy User,1,Emergency Medical Response,,Emergency Medical Response,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,77,80,0.88,Ward-149
GRV-61973FAF3A,girls harassed कृपया पाहावे मुलींना असुरक्षित वाटते 📍,girls harassed कृपया पाहावे मुलींना असुरक्षित वाटते 📍,Marathi,Women Complainant,1,Women & Child Safety,,Women & Child Safety,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,85,72,0.94,Ward-14
GRV-6805A43387,"சார், உணவு கடைகள் அருகில் எரிவாயு கசிகிறது பழைய கோவில் பின்னால் அவசர உதவி வேண்டும்","சார், உணவு கடைகள் அருகில் எரிவாயு கசிகிறது பழைய கோவில் பின்னால் அவசர உதவி வேண்டும்",Tamil,Elderly Citizen,1,Fire Department,,Fire Department,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,84,83,0.9,Ward-96
GRV-68A37C6701,mayor chor hai whole city dying because govt sleeping hum thak gaye!!,mayor chor hai whole city dying because govt sleeping hum thak gaye!!,Hinglish,Angry Resident,0,Not Applicable,,Not Applicable,Medium,Angry,Fake,political_rage,False,True,False,Partially Relevant,Political/Social,False,False,43,28,0.0,Ward-74
GRV-D14F8FE402,இட அறிக்கை: பெரிய ஆபத்து நோயாளர் மயக்கத்தில் உள்ளார் ஆம்புலன்ஸ் வரவில்லை நெடுஞ்சாலை திருப்பத்தில்,இட அறிக்கை: பெரிய ஆபத்து நோயாளர் மயக்கத்தில் உள்ளார் ஆம்புலன்ஸ் வரவில்லை நெடுஞ்சாலை திருப்பத்தில்,Tamil,Public Worker,1,Emergency Medical Response,,Emergency Medical Response,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,90,88,0.93,Ward-58
GRV-15220971F2,flood water reached electric box and sparks started how many times should we complain people here are worried,flood water reached electric box and sparks started how many times should we complain people here are worried,English,Rural Resident,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,92,88,0.59,Ward-41
GRV-49ABA9E690,loan approved instantly call private number months se same prblm,loan approved instantly call private number months se same prblm,Hinglish,Student,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,spam,True,False,False,Irrelevant,Private/Spam,False,False,14,17,0.0,Ward-7
GRV-1D8720A72C,bro accident victim bleeding hai road pe wait kar raha basti wali gali me emergency hai 😭,bro accident victim bleeding hai road pe wait kar raha basti wali gali me emergency hai 😭,Hinglish,Student,1,Emergency Medical Response,,Emergency Medical Response,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,93,88,0.94,Ward-38
