complaint_id,complaint_text,language,department_label,priority_level,sentiment,ward_location
GRV-2024-101491,TERRIBLE ISTUATION SINCE YESTERDAY EVENING EXTREMELY LOW PRESSURE NEAR RAILWAY CROSSING,English,Water Supply,High,Angry,Ward_28
GRV-2024-100984,signal kharab pada hai baarish ke baad,Hinglish,Roads & Traffic,Medium,Pleading,Ward_28
GRV-2024-101233,digging left unfinished Kids are in danger,English,Roads & Traffic,Critical,Panic,Ward_11
GRV-2024-102121,macchar bohot ho gaye festival bheed me hospital ke bagal me,Hinglish,Sanitation & Waste,Critical,Pleading,Ward_20
GRV-2024-100140,sinc ystrday vnng mtr bx cght fr,English,Electricity,Critical,Frustrated,Ward_04
GRV-2024-100217,NAR VGETBL MRKT HVY SPRK FRM TRNSFRMER T NGHT TM,English,Electricity,High,Panic,Ward_26
GRV-2024-102048,सीवर लाइन जाम है,Hindi,Sanitation & Waste,Low,Frustrated,Ward_19
GRV-2024-101654,during the storm tap is dry near vegetabel market ????,English,Water Supply,Critical,Frustrated,Ward_07
GRV-2024-102218,bus stand ke waha power cut ke time gym ka saaman toot gaya ????,Hinglish,Public Parks & Infrastructure,Critical,Frustrated,Ward_15
GRV-2024-101700,paani se badboo aa rahi festival bheed me,Hinglish,Water Supply,Low,Frustrated,Ward_08
GRV-2024-101453,TANKER NHAI AAYA GARDEN ME,Hinglish,Water Supply,Low,Angry,Ward_16
GRV-2024-100022,शॉर्ट सर्किट झाले ATM जवळ,Marathi,Electricity,Low,Frustrated,Ward_16
GRV-2024-100711,Arre yaar road andar ja raha hai garden me!!,Hinglish,Roads & Traffic,Critical,Frustrated,Ward_12
GRV-2024-101157,Gaddha,Hinglish,Roads & Traffic,Medium,Pleading,Ward_16
GRV-2024-101684,AFTR PPLN DGGNG FOL SMELLNG WTR NER PTROL PMP,English,Water Supply,High,Angry,Ward_05
GRV-2024-100871,mnhle khl h grdn m j chnk!!!,Hinglish,Roads & Traffic,Critical,Angry,Ward_03
GRV-2024-101461,durng fstvl crowd otsid templ pplin brst sddnly!!!,English,Water Supply,Critical,Panic,Ward_18
GRV-2024-100010,Please check immediately during festival crowd transformer blasted beside hospital,English,Electricity,High,Angry,Ward_07
GRV-2024-101740,paani se bdaboo aa rahi,Hinglish,Water Supply,Medium,Neutral,Ward_14
GRV-2024-102356,sr pls rat k tm park jangl bn gya ha mrkt rad p,Hinglish,Public Parks & Infrastructure,High,Angry,Ward_01
GRV-2024-102323,caoching center ke bahar toofan ke time park jangal ban gaya hai!!!,Hinglish,Public Parks & Infrastructure,Critical,Frustrated,Ward_02
GRV-2024-101315,AFTR CNSTRUCTIN WRK XTRMLY LW PRSSR ????,English,Water Supply,Critical,Angry,Ward_14
GRV-2024-100754,DIVDR TOT GY H!!,Hinglish,Roads & Traffic,Critical,Panic,Ward_19
GRV-2024-100626,TRANSFORMER BLAST HO GAYA HOSPITAL KE BAGAL ME,Hinglish,Electricity,Critical,Angry,Ward_23
GRV-2024-101728,TANKR NDD,English,Water Supply,Critical,Panic,Ward_09
GRV-2024-101468,bus stnd k waha pressur bht km h,Hinglish,Water Supply,Critical,Frustrated,Ward_29
GRV-2024-100129,சாலையில் மின்சாரம் பரவுகிறது மருத்துவமனை முன்!!!,Tamil,Electricity,Critical,Panic,Ward_15
GRV-2024-100843,dvdr compltly brkn otsd tmple,English,Roads & Traffic,High,Panic,Ward_26
GRV-2024-100323,taar toot ke gir gaya market road pe,Hinglish,Electricity,High,Frustrated,Ward_24
GRV-2024-102156,Dogs in park,Tamil,Public Parks & Infrastructure,Critical,Angry,Ward_20
GRV-2024-101448,बांधकामानंतर गटाराचे पाणी मिसळले मुख्य चौकात,Marathi,Water Supply,Critical,Angry,Ward_19
GRV-2024-101284,रेलवे क्रॉसिंग के पास ट्रैफिक सिग्नल बंद है,Hindi,Roads & Traffic,High,Panic,Ward_02
GRV-2024-102421,PUBLIC TOILET HAS NO WATER ATTENTION AFTER CONSTRUCTION WORK,English,Public Parks & Infrastructure,High,Panic,Ward_22
GRV-2024-100014,நீர் தேங்கிய பின் மின் கம்பம் சாய்ந்தது அரசு பள்ளி அருகில்,Tamil,Electricity,High,Frustrated,Ward_10
GRV-2024-102046,toxic smoke from garbage afetr waterlogging outside coaching center,English,Sanitation & Waste,High,Angry,Ward_20
GRV-2024-100215,বিপদ নির্মাণ কাজের পর পোল পড়ে গেছে রেলওয়ে ক্রসিংয়ের কাছে,Bengali,Electricity,Medium,Angry,Ward_14
GRV-2024-101624,ভারী বৃষ্টির পর জল একেবারেই আসছে না মন্দিরের বাইরে!!!,Bengali,Water Supply,Critical,Pleading,Ward_20
GRV-2024-101937,kl shm s kachr rd par fl rh slum re m,Hinglish,Sanitation & Waste,High,Panic,Ward_05
GRV-2024-101182,TRAFFIC JAM,Hindi,Roads & Traffic,Critical,Angry,Ward_22
GRV-2024-101650,SNC YSTRDAY VENNG N SPPLY T LL!!!,English,Water Supply,Critical,Panic,Ward_26
GRV-2024-101561,gutter ka paani mix ho gaya Emergency hai,Hinglish,Water Supply,Low,Angry,Ward_28
GRV-2024-100864,kla shaam se kichad hi kichad hai,Hinglish,Roads & Traffic,High,Panic,Ward_14
GRV-2024-100516,Koi sun lo road pe current aa raha hai traffic chauraha pe,Hinglish,Electricity,Critical,Neutral,Ward_12
GRV-2024-100597,KHMB GR GAYA HSPITL KE BGL M,Hinglish,Electricity,High,Angry,Ward_15
GRV-2024-100195,outside temple pole fell down Kids are in danger,English,Electricity,Critical,Frustrated,Ward_25
GRV-2024-101277,रस्ता पूर्णपणे खचला आहे बस स्टँडजवळ,Marathi,Roads & Traffic,Low,Frustrated,Ward_02
GRV-2024-100288,puri colony me andhera hai!!!,Hinglish,Electricity,Critical,Frustrated,Ward_15
GRV-2024-100950,toofan ke time signal kharab pada hai railway crossing pe!!,Hinglish,Roads & Traffic,Critical,Panic,Ward_02
GRV-2024-102350,টয়লেটে জল নেই তাড়াতাড়ি আসুন,Bengali,Public Parks & Infrastructure,Medium,Angry,Ward_07
GRV-2024-101854,guttr vrflwng nt hss nr metr sttn,English,Sanitation & Waste,High,Frustrated,Ward_22
GRV-2024-102381,রেলওয়ে ক্রসিংয়ের কাছে টয়লেটে জল নেই জরুরী,Bengali,Public Parks & Infrastructure,High,Frustrated,Ward_08
GRV-2024-101120,POEN MANHOLE,English,Roads & Traffic,Critical,Panic,Ward_04
GRV-2024-101572,getting muddy water Please check immediately,English,Water Supply,Medium,Panic,Ward_05
GRV-2024-100549,nangi taar latak rahi hai pipeline khudai ke baad traffic chauraha pe,Hinglish,Electricity,High,Pleading,Ward_17
GRV-2024-100156,DURING FESTIVAL CROWD ENTIRE AREA IS DARK NEAR VEGETABLE MARKET,English,Electricity,Critical,Panic,Ward_02
GRV-2024-100419,AAG LAG GYI!!!,English,Electricity,Critical,Angry,Ward_11
GRV-2024-100922,raat ke time slum area me bohot bada gaddha ban gaya!!!,Hinglish,Roads & Traffic,Critical,Pleading,Ward_28
GRV-2024-101641,tanker nahi aaya ATM ke saamne,Hinglish,Water Supply,High,Angry,Ward_14
GRV-2024-100477,PLS HLP JLD MNDR K BHR NNG TR LTAK RH HI,Hinglish,Electricity,Critical,Panic,Ward_26
GRV-2024-101605,outside etmple after heavy rain Emergency sewage mixed with drinking water,English,Water Supply,Critical,Angry,Ward_02
GRV-2024-102269,ON MARKET ROD PRK LGHTS RE CMPLTLY BRKN ????,English,Public Parks & Infrastructure,Critical,Angry,Ward_24
GRV-2024-101471,पाण्याचा दाब कमी आहे शाळेजवळ,Marathi,Water Supply,High,Panic,Ward_22
GRV-2024-100553,dairy booth ke pass transformer blast ho gaya,Hinglish,Electricity,High,Panic,Ward_10
GRV-2024-101202,ম্যানহোল খোলা ভারী বৃষ্টির পর বিপদ!!!,Bengali,Roads & Traffic,Critical,Frustrated,Ward_09
GRV-2024-100390,NEAR RAILWAY RCOSSING EMERGENCY HIGH TENSION LINE BROKE SINCE YESTERDAY EVENING,English,Electricity,High,Angry,Ward_06
GRV-2024-100578,at nght tm entire ar s drk t colny gt,English,Electricity,Low,Angry,Ward_07
GRV-2024-102313,Toilet dirty,Hindi,Public Parks & Infrastructure,High,Neutral,Ward_22
GRV-2024-102367,beside hospital missing tiles on pathway,English,Public Parks & Infrastructure,High,Frustrated,Ward_04
GRV-2024-102266,missing tiles on pathway after pipeline digging,English,Public Parks & Infrastructure,Critical,Frustrated,Ward_21
GRV-2024-100820,पेट्रोल पंप के पास सड़क पर कीचड़ है,Hindi,Roads & Traffic,Medium,Frustrated,Ward_22
GRV-2024-102485,पब्लिक टॉयलेट में पानी नहीं है तूफान के दौरान अस्पताल के सामने,Hindi,Public Parks & Infrastructure,High,Angry,Ward_23
GRV-2024-101006,सड़क पर कीचड़ है पेट्रोल पंप के पास!!!,Hindi,Roads & Traffic,Critical,Frustrated,Ward_20
GRV-2024-101248,huge pothole caused accident ni slum area!!,English,Roads & Traffic,Critical,Frustrated,Ward_09
GRV-2024-102058,OPWER CT KE TM KCHR SE DHAN A RHA,Hinglish,Sanitation & Waste,Medium,Angry,Ward_13
GRV-2024-100664,तार तुटून पडली आहे रेल्वे क्रॉसिंगजवळ,Marathi,Electricity,High,Panic,Ward_03
GRV-2024-102462,Jhoole broken,Marathi,Public Parks & Infrastructure,Critical,Neutral,Ward_27
GRV-2024-100142,nangi taar latak rahi hai,Hinglish,Electricity,High,Pleading,Ward_16
GRV-2024-102174,ner rilwy crssng sr pls help opn gym qpment dmgd!!,English,Public Parks & Infrastructure,Critical,Pleading,Ward_25
GRV-2024-101825,garbage overflwoing on road Sir pls help,English,Sanitation & Waste,High,Panic,Ward_27
GRV-2024-100421,CURRENT SPREADING ON ROAD AFTER HEAVY RAIN OUTSIDE COACHING CENTER,English,Electricity,Critical,Angry,Ward_03
GRV-2024-100799,at traffic square watrelogging on street,English,Roads & Traffic,High,Neutral,Ward_13
GRV-2024-100615,ppln khdi k bd trnsfrmr blast h gay,Hinglish,Electricity,High,Frustrated,Ward_07
GRV-2024-101318,slum area me Pls help jaldi toofan ke time gutter ka paani mix ho gaya,Hinglish,Water Supply,High,Panic,Ward_19
GRV-2024-100295,बस स्टँडजवळ मीटर बॉक्सला आग लागली!!!,Marathi,Electricity,Critical,Frustrated,Ward_25
GRV-2024-100401,construction ke baad transformer udd gaya mandir ke bahar ????,Hinglish,Electricity,Critical,Frustrated,Ward_08
GRV-2024-100088,மின் கம்பி அறுந்து தொங்குகிறது அரசு பள்ளி அருகில் ????,Tamil,Electricity,Critical,Pleading,Ward_25
GRV-2024-102035,DEAD ANIMAL SMELLING BAD BESIDE HOSPITAL SINCE YESTERDAY EVENING,English,Sanitation & Waste,High,Panic,Ward_28
GRV-2024-102459,missing tiles on pathway at traffic square,English,Public Parks & Infrastructure,High,Angry,Ward_18
GRV-2024-100131,entire area is dark why is nobody listening,English,Electricity,High,Pleading,Ward_23
GRV-2024-101573,गटाराचे पाणी मिसळले रेल्वे क्रॉसिंगजवळ रात्रीच्या वेळी,Marathi,Water Supply,Medium,Angry,Ward_21
GRV-2024-101562,Sir pls help getting muddy water near railway crossing during festival crowd!!!,English,Water Supply,Critical,Panic,Ward_05
GRV-2024-101828,no seweping done near bus stand,English,Sanitation & Waste,High,Frustrated,Ward_20
GRV-2024-101402,கனமழைக்கு பின் குடிநீர் குழாய் உடைந்தது ஏடிஎம் அருகில்,Tamil,Water Supply,High,Neutral,Ward_03
GRV-2024-102052,gutter overflowing into houses beside apartment tower,English,Sanitation & Waste,High,Panic,Ward_08
GRV-2024-102167,tiles gayab hain path se coaching center ke bahar,Hinglish,Public Parks & Infrastructure,Low,Frustrated,Ward_15
GRV-2024-102001,GUTTER OVERFLOW,Bengali,Sanitation & Waste,Low,Angry,Ward_29
GRV-2024-100724,WHY S NBDY LSTNNG DVDR CMPLTLY BROKN TSD TMPL!!,English,Roads & Traffic,Critical,Angry,Ward_21
GRV-2024-101314,GUTTER KA PAANI MIX HO GAYA TOOFAN KE TIME TRAFFIC CHAURAHA PE,Hinglish,Water Supply,High,Angry,Ward_15
GRV-2024-101767,kachre se dhauan aa raha!!!,Hinglish,Sanitation & Waste,Critical,Frustrated,Ward_04
GRV-2024-100269,taar toot ke gir gaya colony gate par,Hinglish,Electricity,Low,Frustrated,Ward_01
GRV-2024-101780,Dead dog,Marathi,Sanitation & Waste,Critical,Neutral,Ward_27
GRV-2024-102067,naali block,Hinglish,Sanitation & Waste,Low,Frustrated,Ward_04
GRV-2024-101372,পানীয় জলে ড্রেনের জল জরুরী জল জমার পর,Bengali,Water Supply,High,Frustrated,Ward_29
GRV-2024-100917,रात के समय डिवाइडर टूट गया है,Hindi,Roads & Traffic,Critical,Frustrated,Ward_23
GRV-2024-101610,रात के समय पीने के पानी में सीवर का पानी सब्जी मंडी के पास,Hindi,Water Supply,Medium,Neutral,Ward_26
GRV-2024-101319,TNKR NAHI AY KI SN L TM KE SMNE,Hinglish,Water Supply,High,Angry,Ward_19
GRV-2024-102138,colony gate par Danger hai bhai power cut ke time kachra road par fail raha,Hinglish,Sanitation & Waste,Critical,Frustrated,Ward_20
GRV-2024-102021,hsptl k bagal me saf nhi hu,Hinglish,Sanitation & Waste,High,Frustrated,Ward_04
GRV-2024-101593,sewage mixed with drinking water at night time Emergency,English,Water Supply,High,Panic,Ward_13
GRV-2024-102490,Park dark,English,Public Parks & Infrastructure,High,Frustrated,Ward_01
GRV-2024-100375,live wire hanging after heavy rain near railway crossing,English,Electricity,High,Frustrated,Ward_24
GRV-2024-100333,OUTSIDE COACHING CENTER LIVE WIRE HANGING,English,Electricity,Medium,Panic,Ward_02
GRV-2024-101791,யாரும் கேட்கவில்லை கட்டுமான பணிக்கு பின் சாக்கடை அடைப்பு மெட்ரோ நிலையம் அருகில்,Tamil,Sanitation & Waste,High,Panic,Ward_08
GRV-2024-102348,public toilet has no water after construction work in slum area,English,Public Parks & Infrastructure,Low,Angry,Ward_12
GRV-2024-101118,DIVDIER COMPLETELY BROKEN,English,Roads & Traffic,Low,Angry,Ward_12
GRV-2024-101442,tap is dry beside apartment tower,English,Water Supply,High,Angry,Ward_27
GRV-2024-100910,waterlogging on tsreet beside hospital,English,Roads & Traffic,Critical,Frustrated,Ward_22
GRV-2024-100776,signal kharab pada hai metro station ke pass power cut ke time,Hinglish,Roads & Traffic,Medium,Angry,Ward_22
GRV-2024-101743,fstvl bhd m tnkr nh ay tm ke samn!!!,Hinglish,Water Supply,Critical,Angry,Ward_29
GRV-2024-100328,कोई सुन क्यों नहीं रहा पाइपलाइन खुदाई के बाद खंभा गिर गया डेयरी बूथ के पास,Hindi,Electricity,High,Panic,Ward_10
GRV-2024-101342,PLS HELP JALDI TANKER NAHI AAYA POWER CUT KE TIME TRAFFIC CHAURAHA PE,Hinglish,Water Supply,Medium,Angry,Ward_21
GRV-2024-100320,काल संध्याकाळपासून मीटर बॉक्सला आग लागली रुग्णालयासमोर,Marathi,Electricity,High,Angry,Ward_12
GRV-2024-102010,mcachar bohot ho gaye construction ke baad,Hinglish,Sanitation & Waste,Low,Neutral,Ward_04
GRV-2024-100012,FESTIVAL BHEED ME TRANSFORMER BLAST HO GAYA,Hinglish,Electricity,High,Panic,Ward_15
GRV-2024-100897,DVDR CMPLTLY BROKN FTER PPLIN DGGNG NR DRY BOTH ????,English,Roads & Traffic,Critical,Angry,Ward_04
GRV-2024-100171,शॉर्ट सर्किट झाले मुख्य चौकात,Marathi,Electricity,Critical,Panic,Ward_14
GRV-2024-100260,சாலையில் மின்சாரம் பரவுகிறது பஸ் ஸ்டாண்ட் அருகில்,Tamil,Electricity,High,Frustrated,Ward_14
GRV-2024-102402,Ki ctin ky nh l rh park jngl bn gay h sbz mnd k pas,Hinglish,Public Parks & Infrastructure,Low,Frustrated,Ward_23
GRV-2024-100689,colny gte pr K sn l rd pe crrnt  rh h,Hinglish,Electricity,High,Panic,Ward_20
GRV-2024-100901,Emergency hai road andar ja raha hai sabzi mandi ke paas baarish ke baad!!!,Hinglish,Roads & Traffic,Critical,Pleading,Ward_05
GRV-2024-100258,Balst hua,Hinglish,Electricity,High,Neutral,Ward_08
GRV-2024-100844,ptrl pmp k pss paan bhr gy pra,Hinglish,Roads & Traffic,Medium,Panic,Ward_14
GRV-2024-102302,t nght tm prk hs bcom  jngl bsid ATM,English,Public Parks & Infrastructure,High,Neutral,Ward_29
GRV-2024-100138,transformer blast ho gaya govt school ke pass,Hinglish,Electricity,High,Frustrated,Ward_08
GRV-2024-100319,तुरंत ध्यान दें आज अचानक ट्रांसफार्मर फट गया डेयरी बूथ के पास ????,Hindi,Electricity,Critical,Angry,Ward_04
GRV-2024-100653,rat k tim gardn me khmb gr gy,Hinglish,Electricity,High,Panic,Ward_19
GRV-2024-102202,tls gyb hn path s ????,Hinglish,Public Parks & Infrastructure,Critical,Frustrated,Ward_08
GRV-2024-101814,Dead dog,Hinglish,Sanitation & Waste,High,Neutral,Ward_16
GRV-2024-100558,पूरे इलाके में अंधेरा है तूफान के दौरान,Hindi,Electricity,High,Neutral,Ward_18
GRV-2024-100139,PETROL PUMP KE PASS TRANSFORMER SE CHINGARI AA RAHI,Hinglish,Electricity,Medium,Panic,Ward_25
GRV-2024-100112,சாலையில் மின்சாரம் பரவுகிறது இரவு நேரத்தில்,Tamil,Electricity,High,Angry,Ward_14
GRV-2024-100531,रात के समय मीटर बॉक्स जल गया पब्लिक गार्डन में,Hindi,Electricity,Low,Panic,Ward_20
GRV-2024-100224,nangi taar latak rahi hai baarish ke baad hospital ke bagal me,Hinglish,Electricity,Low,Frustrated,Ward_05
GRV-2024-100723,pen mnhol utsd tmpl,English,Roads & Traffic,High,Panic,Ward_09
GRV-2024-102319,open gym equipment damagde during power cut near railway crossing,English,Public Parks & Infrastructure,High,Panic,Ward_12
GRV-2024-102136,কেউ শুনছে না সবজি বাজারের কাছে ড্রেন ব্লক,Bengali,Sanitation & Waste,Critical,Panic,Ward_10
GRV-2024-101433,Danger hai bhai kichad wala paani aa raha festival bheed me ????,Hinglish,Water Supply,Critical,Pleading,Ward_14
GRV-2024-100325,nitr rea is drk ftr wtrlggng in public gardn,English,Electricity,Low,Angry,Ward_27
GRV-2024-101323,tap is dry Completely unacceptable beside apartment tower suddenly today,English,Water Supply,High,Pleading,Ward_11
GRV-2024-101939,mosquitoes breeding in stagnant water beside apartment tower Attention,English,Sanitation & Waste,Critical,Panic,Ward_03
GRV-2024-101458,EMRGNCY EXTRMLY LOW PRESSR OUTSD TMPLE!!!,English,Water Supply,Critical,Panic,Ward_26
GRV-2024-101927,सफाई नहीं हुई,Hindi,Sanitation & Waste,Low,Panic,Ward_20
GRV-2024-102248,ttntion park hs bcme  jngl ner govt cshl,English,Public Parks & Infrastructure,High,Frustrated,Ward_29
GRV-2024-100714,rad pur dhns gay pipelne khdi k bd jld dkho hsptl k bgl me,Hinglish,Roads & Traffic,High,Angry,Ward_21
GRV-2024-100846,கோவில் வெளியே பெரிய பள்ளம் கனமழைக்கு பின்,Tamil,Roads & Traffic,Critical,Angry,Ward_21
GRV-2024-100193,after heavy rain transformer exploded beside ATM ????,English,Electricity,Critical,Pleading,Ward_27
GRV-2024-101925,குப்பை எரியும் புகை,Tamil,Sanitation & Waste,High,Frustrated,Ward_16
GRV-2024-100573,ftr hevy rn nr vgetble amrkt crrnt sprdng n rd,English,Electricity,Low,Angry,Ward_07
GRV-2024-100946,Danger hai bhai kal shaam se khod ke chhod diya bus stand ke waha!!!,Hinglish,Roads & Traffic,Critical,Panic,Ward_27
GRV-2024-100503,SPARKING!!,Hindi,Electricity,Critical,Angry,Ward_07
GRV-2024-101807,mara janwar pada hai metro station ke pass,Hinglish,Sanitation & Waste,Medium,Neutral,Ward_06
GRV-2024-102407,पब्लिक टॉयलेट में पानी नहीं है पाइपलाइन खुदाई के बाद,Hindi,Public Parks & Infrastructure,Medium,Angry,Ward_09
GRV-2024-100645,Transformer dead,Hindi,Electricity,High,Pleading,Ward_04
GRV-2024-100003,पूरे इलाके में अंधेरा है बस्ती में,Hindi,Electricity,High,Pleading,Ward_04
GRV-2024-101777,NLI BLOCK,English,Sanitation & Waste,High,Panic,Ward_10
GRV-2024-100467,near bus stand short circuit happened,English,Electricity,High,Panic,Ward_05
GRV-2024-101345,paani se badboo aa rahi Koi sun lo dairy booth ke pass,Hinglish,Water Supply,Medium,Frustrated,Ward_20
GRV-2024-100005,TRANSFRMR BLST H GY LSM R ME,Hinglish,Electricity,Critical,Angry,Ward_04
GRV-2024-102031,सीवर लाइन जाम है मदद करें कल शाम से!!!,Hindi,Sanitation & Waste,Critical,Neutral,Ward_03
GRV-2024-100919,Jaldi dekho divider toot gaya hai coaching center ke bahar power cut ke time,Hinglish,Roads & Traffic,Critical,Pleading,Ward_06
GRV-2024-100547,உதவி மின் கம்பி அறுந்து தொங்குகிறது ஏடிஎம் அருகில் புயலின் போது,Tamil,Electricity,High,Frustrated,Ward_10
GRV-2024-100228,constrctin k bd rad pe crrnt a rh h TM k samn,Hinglish,Electricity,High,Panic,Ward_29
GRV-2024-101063,ATM KE SAAMNE SIGNAL KHARAB PADA HAI PIPELINE KHUDAI KE BAAD!!!,Hinglish,Roads & Traffic,Critical,Angry,Ward_08
GRV-2024-100542,trnsfrmer dd!!,Hinglish,Electricity,Critical,Angry,Ward_22
GRV-2024-100242,EMERGENCY DURING POWER CUT POLE FELL DOWN,English,Electricity,High,Panic,Ward_21
GRV-2024-100898,rod pr dhns gya gvt schl ke pss,Hinglish,Roads & Traffic,High,Frustrated,Ward_10
GRV-2024-101754,sewer line block ho gayi kal shaam se,Hinglish,Sanitation & Waste,High,Frustrated,Ward_20
GRV-2024-101160,कॉलोनी गेट पर स्थिति बहुत खराब है सड़क पर कीचड़ है,Hindi,Roads & Traffic,High,Frustrated,Ward_11
GRV-2024-101832,गटर का पानी घर में आ रहा है,Hindi,Sanitation & Waste,Critical,Neutral,Ward_06
GRV-2024-101688,पाण्याला दुर्गंधी धोका आहे,Marathi,Water Supply,High,Panic,Ward_04
GRV-2024-101809,K action ky nh l rh brsh k bd sf nh h bs stnd k wh,Hinglish,Sanitation & Waste,High,Neutral,Ward_21
GRV-2024-100842,डिवाइडर टूट गया है एटीएम के सामने,Hindi,Roads & Traffic,High,Panic,Ward_29
GRV-2024-101373,prssr boht km h pwr ct k tm sbz mndi k ps!!,Hinglish,Water Supply,Critical,Frustrated,Ward_21
GRV-2024-102107,Gutter overflow,Tamil,Sanitation & Waste,High,Angry,Ward_28
GRV-2024-102112,GUTTER OEVRFLOW!!,English,Sanitation & Waste,Critical,Angry,Ward_27
GRV-2024-101526,पानी बिल्कुल नहीं आ रहा ट्रैफिक चौराहे पर!!,Hindi,Water Supply,Critical,Frustrated,Ward_20
GRV-2024-100276,ट्रांसफार्मर से स्पार्किंग हो रही है रात के समय रेलवे क्रॉसिंग के पास,Hindi,Electricity,Critical,Pleading,Ward_09
GRV-2024-100661,live wire hanging near railway crossing,English,Electricity,High,Angry,Ward_27
GRV-2024-101826,Emergency hai raat ke time mara janwar pada hai!!,Hinglish,Sanitation & Waste,Critical,Angry,Ward_20
GRV-2024-102116,no sweeping done after waterlogging near petrol pump ????,English,Sanitation & Waste,Critical,Panic,Ward_17
GRV-2024-102357,जिम का सामान टूट गया है जलभराव के बाद डेयरी बूथ के पास,Hindi,Public Parks & Infrastructure,High,Panic,Ward_29
GRV-2024-101858,mara janwar pada hai railway crossing pe,Hinglish,Sanitation & Waste,Low,Pleading,Ward_08
GRV-2024-100314,transformer blasted during the storm ????,English,Electricity,Critical,Angry,Ward_07
GRV-2024-101466,पाण्याला दुर्गंधी वादळादरम्यान मुख्य चौकात,Marathi,Water Supply,High,Pleading,Ward_07
GRV-2024-101343,पानी से बदबू आ रही है ट्रैफिक चौराहे पर,Hindi,Water Supply,Medium,Frustrated,Ward_26
GRV-2024-101845,Terrible situation suddenly today dead animal smelling bad!!!,English,Sanitation & Waste,Critical,Angry,Ward_12
GRV-2024-100691,short circuit ho gaya bus stand ke waha,Hinglish,Electricity,Low,Angry,Ward_24
GRV-2024-101541,BAARISH KE BAAD PAANI AA HI NAHI RAHA SABZI MANDI KE PAAS,Hinglish,Water Supply,High,Angry,Ward_21
GRV-2024-100612,near petrol pump heavy spark from transformer,English,Electricity,High,Pleading,Ward_13
GRV-2024-100424,Completely unacceptable during festival crowd heavy spark from transofrmer near dairy booth ????,English,Electricity,Critical,Frustrated,Ward_23
GRV-2024-101577,xtrmely lw prssure t clony gt,English,Water Supply,High,Frustrated,Ward_26
GRV-2024-100594,SIR PLS HLP SDDNLY TDY METR BOX CGHT FR,English,Electricity,Medium,Angry,Ward_02
GRV-2024-102475,PBLC TOLT M PN NAH CNSTRCTN K BAD CLONY GT PR,Hinglish,Public Parks & Infrastructure,Critical,Panic,Ward_19
GRV-2024-101950,kachra road par fail raha colony gate par,Hinglish,Sanitation & Waste,Critical,Panic,Ward_19
GRV-2024-100622,மின்மாற்றி வெடித்தது இரவு நேரத்தில்,Tamil,Electricity,High,Angry,Ward_29
GRV-2024-101805,dead animal smelling bad since yesterday evening at colony gate Sir pls help,English,Sanitation & Waste,High,Panic,Ward_24
GRV-2024-101493,गंदा पानी आ रहा है अस्पताल के सामने!!!,Hindi,Water Supply,Critical,Angry,Ward_01
GRV-2024-102238,PUBLIC TOILET HAS NO WATER NEAR BUS STAND!!,English,Public Parks & Infrastructure,Critical,Angry,Ward_09
GRV-2024-100227,Sparking!!,English,Electricity,Low,Frustrated,Ward_14
GRV-2024-102322,पार्क की लाइट खराब है बिजली कटौती के दौरान!!,Hindi,Public Parks & Infrastructure,Critical,Angry,Ward_18
GRV-2024-101169,construction ke baad paani bhar gaya pura garden me,Hinglish,Roads & Traffic,Medium,Frustrated,Ward_05
GRV-2024-102037,deda animal smelling bad near govt school ????,English,Sanitation & Waste,Critical,Frustrated,Ward_10
GRV-2024-101702,জল একেবারেই আসছে না সরকারি স্কুলের কাছে,Bengali,Water Supply,Critical,Angry,Ward_20
GRV-2024-100066,high tnsn lin broke t trffc squr,English,Electricity,High,Frustrated,Ward_09
GRV-2024-101417,slum area me paani se badboo aa rahi construction ke baad,Hinglish,Water Supply,Critical,Pleading,Ward_05
GRV-2024-102254,j chnk prk ki lght khrb ha mtr sttin k pss,Hinglish,Public Parks & Infrastructure,Medium,Neutral,Ward_08
GRV-2024-100024,market road pe puri colony me andhera hai,Hinglish,Electricity,High,Panic,Ward_19
GRV-2024-101235,traffic jam,English,Roads & Traffic,High,Frustrated,Ward_01
GRV-2024-102463,AWARIYA KUTTE PEECHE PAD RAHE CONSTRUCTION KE BAAD!!!,Hinglish,Public Parks & Infrastructure,Critical,Angry,Ward_29
GRV-2024-100144,heavy spark from transformer beside apartment tower,English,Electricity,High,Panic,Ward_08
GRV-2024-100536,suddenly today short circuit happened beside hospital,English,Electricity,Low,Panic,Ward_29
GRV-2024-100811,त्योहार की भीड़ में सड़क पर कीचड़ है सब्जी मंडी के पास,Hindi,Roads & Traffic,High,Angry,Ward_23
GRV-2024-101735,குறைந்த அழுத்தம் புயலின் போது,Tamil,Water Supply,Medium,Angry,Ward_12
GRV-2024-101497,Tankr nded,English,Water Supply,Low,Panic,Ward_19
GRV-2024-100085,short circit hppnd n pblc grdn,English,Electricity,Critical,Panic,Ward_19
GRV-2024-101254,பெரிய பள்ளம் காய்கறி சந்தை அருகில்,Tamil,Roads & Traffic,Critical,Angry,Ward_09
GRV-2024-102207,gym ka saaman toot gaya atm ke saamne toofan ke time,Hinglish,Public Parks & Infrastructure,Medium,Panic,Ward_14
GRV-2024-102361,सर मदद करें बस स्टैंड के पास रास्ते की टाइलें गायब हैं,Hindi,Public Parks & Infrastructure,Low,Panic,Ward_23
